title,href,summary,article_text,news_source,country
DMK opposition to Sanatan Dharma hurt Tamils: Amit Shah,https://timesofindia.indiatimes.com/elections/lok-sabha-elections/tamil-nadu/news/dmk-opposition-to-sanatan-dharma-hurt-tamils-amit-shah/articleshow/109280123.cms,"Amit Shah criticized DMK's stance on Sanatan Dharma and Ram Temple, emphasized BJP's reservation commitment, praised PM Modi's leadership, and accused Congress of misinformation on reservations.","MADURAI/ALWAR: Union home minister Amit Shah told a rally in Tamil Nadu 's Kanyakumari Saturday that DMK 's opposition to Sanatan Dharma and Ram Temple in Ayodhya had hurt the sentiments of crores of Tamils. At another event in Rajasthan the same day, he reaffirmed BJP's commitment to continue reservations . Speaking during a road show for BJP Kanyakumari candidate Pon Radhakrishnan and Vilavancode assembly bypoll nominee V S Nandhini, Shah stressed that BJP respected everyone and aimed to take all along. Videos 02:50 PM Modi's Big Prediction For June 4 Lok Sabha Election Counting Day | Watch 2 hours ago 00:54 Kejriwal’s Battle Cry: Vote 'Jhaddu' for Free Delhi 16 hours ago 00:54 UP CM Yogi Adityanath: 'Aurangzeb's soul has entered Congress and SP ' 1 day ago 00:59 CM Kejriwal: BJP's Arrest Attempt Over Education Push Backfires! 1 day ago 03:00 'Modi's Leadership...': Psephologist Dhananjay Joshi on Variables At Play In Elections 2014, 2019 And 2024 1 day ago 03:28 2024 Elections: Can Swing Voters Impact Verdict? Are Bihar, Maharashtra Swing States? Sanjay Jha, Rahul Verma Weigh In 1 day ago 03:50 ""Will Modi-led NDA Repeat the 2019 Dream Run? Trends, Challenges, and Twists for Elections 2024"" 1 day ago 15:42 'Gaddar Sena': Uddhav Sena's Priyanka Chaturvedi On Maharashtra Vote; 'Less Than 23 Seats For BJP' 1 day ago 05:22 ‘Modi Ji, I’m Coming’ Arvind Kejriwal Declares ‘Jail Bharo’ Dare After Bibhav Kumar’s Arrest | Watch 2 days ago 00:59 Bharti Blasts BJP: Calls for End to Divisive Politics and Focus on Substance 2 days ago 1 2 3 4 5 6 Shah claimed rampant corruption by DMK and AIADMK had hindered the development of Tamil Nadu. Shah urged the people to abandon both parties and strengthen PM Modi's leadership by voting for BJP. According to Shah, PM Modi has made the country secure and prosperous and elevated the pride of Tamil Nadu, Tamil language and Tamil culture across the country and the world. In Rajasthan's Alwar, Shah dwelt on quotas and accused Congress of spreading misconceptions that BJP wants to abolish the benefits. ""PM Modi himself is the biggest supporter of reservation... Be it reservation for Dalits, tribals or backward classes, BJP supports it. We will neither end the reservation nor allow anyone to do it,"" Shah said. Campaigning for Union minister and BJP Alwar nominee Bhupender Yadav in Harsoli, the home minister labelled Congress ""anti-OBC"", accusing it of putting key reports related to reservation in cold storage.",Times of India,India
Lok Sabha polls 2024: Will Sanatan heat singe atheist A Raja?,https://timesofindia.indiatimes.com/elections/lok-sabha-elections/tamil-nadu/news/will-sanatan-heat-singe-atheist-a-raja/articleshow/109260354.cms,"Battling it out are two high-profile candidates— DMK’s A Raja and BJP’s L Murugan. Raja, a native of Perambalur district, is the sitting MP from Nilgiris. He won during the 2009 general polls but lost in 2014 when his image and prospects were battered by the 2G scam that continued to rage then.","CHENNAI: Nestling at the juncture of Western and Eastern Ghats and perched at a height of 1,000 to 2,500 metres above mean sea level, the Nilgiris , or Blue Mountains, provide a breathtaking backdrop for a spirited poll battle. Tea and coffee plantations drape the slopes of the mountain range with tea farmers and workers constituting 40% of the constituency’s voters. Here, electoral politics and contests centre around tourism and tea. A first-time Lok Sabha contestant, junior Union minister Murugan, a native of Namakkal district in the influential Kongu belt of western Tamil Nadu, was announced BJP ’s candidate for Nilgiris weeks after he was nominated to Rajya Sabha from Madhya Pradesh. Videos 00:54 Kejriwal’s Battle Cry: Vote 'Jhaddu' for Free Delhi 16 hours ago 00:54 UP CM Yogi Adityanath: 'Aurangzeb's soul has entered Congress and SP ' 1 day ago 00:59 CM Kejriwal: BJP's Arrest Attempt Over Education Push Backfires! 1 day ago 03:00 'Modi's Leadership...': Psephologist Dhananjay Joshi on Variables At Play In Elections 2014, 2019 And 2024 1 day ago 03:28 2024 Elections: Can Swing Voters Impact Verdict? Are Bihar, Maharashtra Swing States? Sanjay Jha, Rahul Verma Weigh In 1 day ago 03:50 ""Will Modi-led NDA Repeat the 2019 Dream Run? Trends, Challenges, and Twists for Elections 2024"" 1 day ago 15:42 'Gaddar Sena': Uddhav Sena's Priyanka Chaturvedi On Maharashtra Vote; 'Less Than 23 Seats For BJP' 1 day ago 05:22 ‘Modi Ji, I’m Coming’ Arvind Kejriwal Declares ‘Jail Bharo’ Dare After Bibhav Kumar’s Arrest | Watch 2 days ago 00:59 Bharti Blasts BJP: Calls for End to Divisive Politics and Focus on Substance 2 days ago 02:20 'Vote To Save Democracy': Cong Leader Digvijaya Singh Warns Of 'Change In Constitution' 2 days ago 1 2 3 4 5 6 Tea and coffee estates, the prime industry in the hill district, comprise three of the six assembly constituencies in Nilgiris—Udhagamandalam, Gudalur and Coonoor, with a voting population of 5.7 lakh. “The green tea leaf price, now at Rs 14-15 per kg, is pathetic. The Union government is responsible for fixing it. If it’s the same govt again, there is no relief for small tea farmers,” said state tourism minister K Ramachandran, from the Badaga indigenous community residing in the hills. There are 50,000 small tea farmers registered with the Tea Board in Coonoor. “The INDIA bloc, in its manifesto, has promised Rs 35 per kg,” he said. “On the tourism front, the state govt is focusing on increasing number of lodgings and restaurants in Nilgiris constituency. Car parking is a huge headache. The chief minister (M K Stalin) has promised hydraulic car parking,” said Ramachandran. Centering their campaign on anti-Narendra Modi slogans, Ramachandran is confident Raja will poll more than 70% votes, emphasising on the “fallacious concept of one nation, one election, one religion”. Raja and other DMK campaigners, meanwhile, are keeping off the controversial ‘Sanatan Dharma’ issue. Raja’s statement, soon after TN minister Udhayanidhi Stalin’s remarks, on the issue had triggered an uproar and dragged both into a bitter political and legal confrontation with BJP leaders. Campaigning in the Nilgiris, Raja in a traditional Badaga attire of white shirt and veshti, a ‘seelai’ (cotton shawl) draped around his neck, lists out achievements of DMK govt, comes down hard on BJP in the Bilkis Bano case, and accuses the Modi govt of “unleashing” central agencies on opponents. “His govt indulges in so much corruption, but he claims to be a Vishwa Guru (world leader),” says Raja. He barely touches on religion except when he says “everyone has a right to pray to their gods”, though he himself is a non-believer. Murugan, meanwhile, plays cricket in veshti in Manjoor in Kundah taluk and dances in traditional Badaga attire at a temple in Thummanatty village near Ooty. On spotting an ADMK flag on his campaign vehicle, he gets furious and directs workers to unscrew it immediately. During his campaign, he hails the Union govt schemes, alleges corruption in disbursal of funds in state govt schemes, promises a good price for green leaf tea, talks about Raja’s “arrogance”, says people want change and belittles DMK’s ‘social justice’ claims. “Thamaraikku (lotus) bekku (vote for lotus),” says Murugan, who knows a smattering of the Badaga language. Located at the junction of three states, Tamil Nadu, Kerala and Karnataka, Nilgiris has a small Malayali and Kannadiga population. A reserved constituency, Nilgiris comprises six assembly constituencies, spread across four districts—Nilgiris, and Coimbatore, Tirupur and Erode in the plains. The voting population in the plains, including assembly segments Bhavanisagar (Erode), Mettupalayam (Coimbatore) and Avinashi (Tirupur), totals 8.5 lakh. People downhill, in the plains, have as much say as those in the hills, if not more, in deciding poll outcomes. Pollution of river Bhavani, poor remuneration for weavers and lack of basic amenities in tribal hamlets are the key issues in these segments. Tea estate workers, mostly Sri Lankan repatriates, work ing in Tamil Nadu Tea Plantation Corporation (Tantea) have largely been supportive of DMK. Tantea was created to rehabilitate them as far back as in 1968 under the then DMK regime. Congress too had a strong base in Nilgiris with former Union minister R Prabhu having won in the constituency five times, and the party itself notching poll victories seven times. R Raniammal, a small tea farmer, says, “I have been receiving Rs 1,000 every month now from Stalin govt. I will be faithful to DMK.” A long-time resident of Gudalur, K Bakyanathan, says, “The estate workers in Gudalur are traditional voters of Dravidian parties. With a strong alliance, DMK has an edge but the fight is difficult.” Udhagamandalam Congress MLA R Ganesh says the Congress-DMK alliance is strong in Nilgiris. “Raja’s prospects are bright.” But BJP state executive committee member Sabitha Bojan says, “Raja’s attitude towards Hindus has antagonised voters. People are ready to shift loyalties to Murugan. Moreover, Modiji is going to lead the country and Murugan will be part of the govt.” Supporting Sabita’s stand, a small tea farmer from Kotagiri taluk, K Shanmugam, says there is growing support for Modi and BJP among the present generation of small tea farmers. “Unbelievably, there is a growing Modi wave in every Badaga village,” says Shanmugam. The Badagas, Todas, Kotas, Irulas, Kurumbas, Paniyas and Kattunayakans constitute a sizeable slice of voters among the ethno-linguistic communities. While the Badagas, among the most influential of voters in the hills and categorised under Scheduled Tribe, were shifted to BC category post-Independence, they continue to fight for the reinstatement of their lost community tag. The Badagas, about 2.5 lakh voting population among them, live in hattis (villages) across the hill district. Total production of “madetea” in south India (mostly from the Nilgiris) for 2022-23 was 225.47 million kg. Tea, mostly blended (from other states too), is exported to all Commonwealth nations and other countries. But the tea aroma in the Nilgiris is getting fainter as unfulfilled demands for development and livelihood are getting strident.",Times of India,India
"Padma Shree awardee makes flower garlands, sell vegetables while campaigning as independent candidate",https://timesofindia.indiatimes.com/elections/lok-sabha-elections/tamil-nadu/news/padma-shree-awardee-makes-flower-garlands-sell-vegetables-while-campaigning-as-independent-candidate/articleshow/109233197.cms,"Padma Shri awardee S Damodaran, an independent candidate in Trichy for 2024 Lok Sabha polls, campaigns uniquely by interacting with vendors, emphasizing sanitation, social service, and infrastructure development to make Trichy a model city.","TIRUCHIRAPPALLI: While high-decibel campaigns by tall political leaders make headlines in the upcoming 2024 Lok Sabha polls, a Padma Shri awardee who is contesting as an independent candidate in the Tiruchirappalli Lok Sabha constituency is campaigning by interacting with vegetable vendors , making flower garlands and selling vegetables. S Damodaran, 62, who hails from Tiruchirappalli is contesting this election under the gas stove symbol, was seen seeking votes at the city's Gandhi Market from people and vegetable vendors. ""I am an Independent candidate from Trichy constituency . I am the son of the soil. I belong to Trichy city. I have been working in the sanitation centre as Associate Service volunteer for more than 40 years. I started my career at the age of 21. Now I am 62. At the age of 60, I got the Padma Shree award from then President of India Ram Nath Kovind for my work in the sanitation sector,"" Damodaran said, speaking to about his career. Speaking about his career in detail, Damodaran said, ""I have been working in the sanitation centre as Associate Service volunteer for more than 40 years. I started my career at the age of 21. Now I am 62. At the age of 60, I got the Padma Shree award from then President of India Ram Nath Kovind I was involved in providing access to water and sanitation facilities in rural and urban areas."" Damodaran shared that he started his social service at the age of 21 and had served during the tenure of nine prime ministers throughout his lifetime. ""I started my social service at the age of 21, when Rajiv Gandhi was the Prime Minister of India. I have come across nine prime ministers in my lifetime. I worked under all centrally sponsored rural sanitation programmes and made every village a role model village,"" he said. Speaking about his unique campaign, Domdaran said, ""Today I have started my campaign in the Gandhi Market area, which falls under my parliamentary constituency. I am getting wonderful reception wherever I go."" On the important projects that he wants to push for in Tiruchirappalli if he is voted to power, Damodaran said, ""We need to work to make Trichy a clean and green city. People are demanding a Ring Road for the city as it is centrally located and many buses and transport vehicles are crossing Trichy...We are also working on flyovers at important areas in Trichy City."" The central government conferred the Padma Shri, the fourth highest civilian award in the Padma series of awards, on S Damodaran for his distinguished service in the field of social work. The award was in recognition of his service as a ""social worker who has dedicated his life to sanitation promotion in villages and slums in South India.""",Times of India,India
"Puducherry Lok Sabha election 2024: Date of voting, result, candidates, main parties, schedule",https://timesofindia.indiatimes.com/elections/lok-sabha-elections/tamil-nadu/news/puducherry-lok-sabha-election-2024-date-of-voting-result-candidates-main-parties-schedule/articleshow/109211245.cms,,"Puducherry reflects a diverse demographic and remains a crucial constituency of Pondicherry. As for the 2024 candidates list in Pondicherry Lok Sabha Constituency, A Namassivayam from Bharatiya Janata Party , Vaithilingam from Indian National Congress and Menaka from Naam Tamilar Katchi are the prominent candidates. In the 2019 General Assembly Elections, Pondicherry witnessed a fiercely contested battle. This constituency witnessed a 81.19% voter turnout in the year 2019. INC candidate Vaithilingam won the 2019 General Election with a victory margin of 1,97,025 votes, securing 4,44,981 votes. Vaithilingam defeated Dr Narayanasamy Kesavan of the AINRC, who got 2,47,956 votes. The Puducherry Lok Sabha constituency is scheduled to vote on 19th April 2024, with the Election Commission announcing results on 4th June, as per their statement on March 16.",Times of India,India
Two YSRCP turncoats in TDP's first list of candidates for LS polls,https://timesofindia.indiatimes.com/india/two-ysrcp-turncoats-in-tdps-first-list-of-candidates-for-ls-polls/articleshow/108698717.cms,,"AMARAVATI: The TDP on Friday announced the first list of 13 candidates for the Lok Sabha polls in Andhra Pradesh which included two YSR Congress MPs who defected from the party recently. The former Chief Minister N Chandrababu Naidu-led party also announced the third list of TDP candidates for 11 more Assembly segments. The Assembly elections in the state will be held simultaneously with the Lok Sabha polls on May 13. Narasaraopeta YSRCP Lok Sabha member L Sri Krishna Devarayulu was fielded from the same constituency while V Prabhakar Reddy, a YSRCP Rajya Sabha member, will contest from Nellore. The TDP has so far announced candidates for 139 Assembly seats and 13 Lok Sabha constituencies. Arunachal Pradesh Sikkim Arunachal Pradesh Seats: 60 L + W Majority: 31 BJP 43 NPP 6 CONG 0 OTH 9 Leads + Wins : 58 / 60 BJP LEADING Sikkim Seats: 32 L + W Majority: 17 SKM 31 SDF 1 BJP 0 CONG 0 OTH 0 Leads + Wins : 32 / 32 SKM LEADING Source: Pvalue Candidates for five more Assembly seats and four Lok Sabha seats are due to be announced. The TDP will contest from 144 Assembly segments and 17 Lok Sabha seats as part of the NDA in Andhra Pradesh. Recently, NDA constituents finalised their seat-sharing formula for the Parliamentary and Assembly polls, as per which the BJP will contest six Lok Sabha and 10 Assembly seats while the TDP will fight from 17 Parliamentary and 144 Assembly seats. Under the deal, actor-politician Pawan Kalyan's Janasena will contest two Lok Sabha and 21 Assembly seats. Andhra Pradesh has a total of 25 Lok Sabha and 175 Assembly seats.",Times of India,India
TDP chief breaks pattern by campaigning for self at Kuppam ahead of 2024 polls,https://timesofindia.indiatimes.com/city/amaravati/tdp-chief-breaks-pattern-by-campaigning-for-self-at-kuppam-ahead-of-2024-polls/articleshow/108790203.cms,"Former CM Nara Chandrababu Naidu campaigns in Kuppam, breaking pattern. Won seven times on Congress ticket, faces challenge from YSRCP. Prepares for 2024 polls, aims for one-lakh majority in general elections.","TIRUPATI: Former chief minister Nara Chandrababu Naidu, who usually doesn't campaign for himself in Kuppam right before any elections , has broken his own pattern by campaigning for himself in his home constituency in Chittoor district over the last two days. The TDP chief shifted to the tail-end Kuppam assembly constituency way back in 1989 after suffering defeat in his home constituency, Chandragiri, in the 1983 elections when he contested on a Congress party ticket. Earlier, Naidu won his maiden election as an MLA on a Congress party ticket from Chandragiri in the 1978 elections. Since 1989, Naidu has secured seven consecutive victories in Kuppam and has transformed this constituency into his formidable fortress. After becoming the Chief Minister of the state for the first time in 1996, Naidu stopped campaigning for himself just before the elections in Kuppam. Instead, he chose to tour this constituency about six months before every election. There have also been times when some of his family members substituted for Naidu and campaigned for him, giving the TDP chief the opportunity to cement the party's prospects in the rest of the state. However, this scenario completely changed after Naidu's majority plummeted drastically to about 30,000 votes in the 2019 elections, and after the YSRCP made massive inroads into Naidu's bastion in the municipal and local bodies' polls in Kuppam. With the ruling party also enforcing its ""Why not Kuppam"" strategy effectively in the last few years, the TDP chief, who realized he cannot risk taking chances in the 2024 polls , which pose a do-or-die situation not just for the party alone but for himself too, went into an aggressive campaign mode in Kuppam over the last two days. While addressing back-to-back roadshows, public meetings, and closed-door interactions with party workers in the last two days, Naidu recalled his connection with the people of Kuppam, his achievements as a seven-time MLA of the constituency, and appealed to the people to give him a one-lakh majority in the ensuing general elections in which he will be contesting from Kuppam for the eighth consecutive term.",Times of India,India
Andhra Pradesh elections: TDP announces third list of 13 MP and 11 MLA candidates,https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-elections-tdp-announces-third-list-of-13-mp-and-11-mla-candidates/articleshow/108702950.cms,"Opposition discloses 13 MP, 11 MLA candidates. TDP, BJP, Jana Sena name 141 MLA, 13 MP. Key constituencies finalized. Former in-charge selected over Devineni Umamaheswara Rao. Various options considered for other seats.","VIJAYAWADA: The opposition has revealed its third list , disclosing the names of 13 MP and 11 MLA candidates . The TDP has named most of its candidates for both assembly and Lok Sabha. Out of the 145 assembly and 17 Lok Sabha seats being contested by the TDP in alliance with BJP and Jana Sena , candidates for 141 MLA and 13 MP seats have been announced so far. Putting an end to the ambiguity over some of the key seats like Penamaluru, Sarvapalli, Narasaraopet , and Palasa , the TDP high command reposed faith in the existing in-charges. After much drama in the Penamaluru constituency in Krishna district, the TDP has finally given the ticket to the current in-charge, Bode Prasad, dashing the hopes of former minister Devineni Umamaheswara Rao, who lost the Mylavaram ticket to his rival and incumbent MLA Vasantha Krishna Prasad, who switched sides from YSRC to TDP. TDP chief N. Chandrababu Naidu did not announce the candidate for the Sarvepalli constituency in Nellore district, which is represented by former minister Somireddy Chandramohan Reddy. There has been much speculation over a change of candidate in Sarvepalli given the poor track record of Chandramohan Reddy. However, the former minister managed to convince the high command and finally got the ticket. Similarly, in Narasaraopet, Chirala, and Palasa assembly segments, the TDP high command considered various options but finally reposed faith in the existing in-charges. While the Narasaraopet ticket was given to Dr. Chadalavada Aravaind Babu, Chirala has been given to M. M. Kondaiah Yadav, and Gouthu Sirisha retained Palasa. Interestingly, all three of them are from BC communities. The TDP is yet to announce its candidates in Etcherla, Cheepurupalli, Bhimili, Darsi, Rajampet, Alur, Guntakal, and Anantapur urban constituencies. However, there will be some tweaks to these constituencies as the TDP has announced a candidate for the Srikakulam assembly, which was not there in the initial proposal. Jana Sena is likely to get one seat from North Andhra districts as part of the last-minute adjustments, according to sources. Similarly, in Rayalaseema districts also, one or two changes are likely to be made as part of the seat-sharing arrangement with BJP, said sources. List of MLA candidates in the third list: Palasa: Gouthu Sirisha. Patapatnam: Mamidi Govind Rao. Srikakulam: Gondu Shankar. Srungavarapukota: Kolla Lalita Kumari. Kakinada City: Vanamadi Venkateswara Rao. Amalapuram (SC): A. Anand Rao. Penamaluru: Bode Prasad. Mylavaram: Vasantha Venkata Krishna Prasad. Narasaraopet: Dr. Chadalavada Aravind Babu. Chirala: M. M. Kondaiah Yadav. Sarvepalli: Somireddy Chandramohan Reddy.",Times of India,India
"Naidu predicts NDA will be unstoppable in Andhra Pradesh in 2024 polls, labels Jagan as a poison for the state",https://timesofindia.indiatimes.com/city/hyderabad/naidu-predicts-nda-will-be-unstoppable-in-andhra-pradesh-in-2024-polls-labels-jagan-as-a-poison-for-the-state/articleshow/108881200.cms,,"TIRUPATI: Telugu Desam chief Nara Chandrababu Naidu predicted that the NDA alliance will be unstoppable in the state in the 2024 general elections . Addressing impressive Prajagalam public meetings at Banaganapalle in Nandyal district and Kavali in Nellore district on Friday, the TDP chief underlined that Jagan ruined the state on all fronts in the last five years. ""Not a single section of the society was spared from Jagan's onslaught and vengeance filled politics in the last five years. He hasn't spared his own family members. While the YSRCP gained politically after the brutal murder of Jagan's own paternal uncle YS Vivekananda Reddy and came to power after the 2019 elections, he is now conspiring to target Viveka's daughter Dr Suneetha Reddy and send her to jail in order to protect Kadapa MP YS Avinash Reddy and his father YS Bhaskar Reddy"", Naidu alleged and dared the Chief minister to answer numerous questions posed to him by his own sister Dr Suneetha Reddy. Naidu also slammed the Chief minister for ridiculing about his age. ""I'm definitely aged but can you even match my energy levels in terms of reaching out to the people and in terms of trying to transform Andhra Pradesh into a number one state in the country on all fronts"", the TDP chief questioned. The people of Rayalaseema districts should realise that I too am a son of the soil born in this region only. ""While we tried to bring Godavari waters to the Rayalaseema region and allocated funds to the tune of Rs.12000 crore towards expediting various irrigation projects in this perennially drought prone region during the TDP regime, the YSRCP allocated a paltry sum of Rs.2000 odd crore for irrigation works in the Rayalaseema region, which have adversely affected the progress of the projects"", Naidu lamented. ""Though the TDP attracted several investments and established the Orvakal airport, solar power plant etc during our regime, the people of Kurnool gave a landslide victory in 14 out of 14 assembly seats for the YSRCP in the 2019 elections. But in the last five years, the YSRCP hasn't been able to develop the district in any manner and today I'm asking the people to self introspect their decision of voting for the YSRCP in the previous elections"", the TDP chief questioned the people. ""The people of Kurnool should also question the YSRCP about what happened to its promise of establishing Kurnool as the judicial capital of AP. Have they succeeded in establishing the imaginary three capitals in the last five years"", Naidu questioned. Attending the Prajagalam public meeting at Kavali in Nellore district later in the day, the TDP chief assured the fishermen community that the controversial G.O No: 217 which adversely impacted their livelihoods will be scrapped immediately after the TDP comes back to power in the state. TDP constituency in-charges at Banaganapalle and Nandyal, Nellore Lok Sabha nominee Vemireddy Prabhakar Reddy and other leaders took part in Naidu's Prajagalam programmes on Friday.",Times of India,India
Unequivocal mandate to politics of growth: PM Modi on Arunachal win,https://timesofindia.indiatimes.com/elections/lok-sabha-elections/arunachal-pradesh/news/unequivocal-mandate-to-politics-of-growth-pm-modi-on-arunachal-win/articleshow/110648141.cms,Prime Minister Modi expressed his gratitude to the people of Arunachal Pradesh on Sunday for once again placing their trust in the BJP. He assured that the party would continue to work diligently to promote the state's development. PM Modi also extended his congratulations to Sikkim Krantikari Morcha leader Prem Singh Tamang for his party's success in the assembly elections.,"NEW DELHI: PM Modi on Sunday thanked the people of Arunachal Pradesh for reposing their faith in BJP yet again and said the party will keep working with even greater vigour for the state’s growth. “Thank you Arunachal Pradesh! The people of this wonderful state have given an unequivocal mandate to politics of development . My gratitude to them for reposing their faith in @BJArunachal yet again,” Modi said. Videos 02:41 Key Exit Poll Takeaway: ‘Trust In Modi, Not BJP..’ Record Third Term For BJP-Led NDA | Watch 4 hours ago 03:43 Most Exit Polls Predict 350+ For BJP-Led NDA, Will Modi Achieve ‘400 Paar’? Exit Poll Results 2024 5 hours ago 04:13 Kejriwal Mashup From Bail To Jail: Delhi CM's Hard-Hitting Speeches In 21 Days | Watch 7 hours ago 01:50 'Wishful Thinking': Omar Abdullah's Dig At Modi Critics After Pollsters Predict NDA Landslide 11 hours ago 00:58 INDIA Bloc Senior Leaders Meet At Kharge’s Residence As Countdown To Lok Sabha Results Begins 1 day ago 00:53 Modi's Last Day Of Meditation In Kanyakumari As Exit Polls Near 1 day ago 00:58 'Modi's Army': Kangana Ranaut After Casting Vote In Mandi | LS Polls 1 day ago 00:58 BJP’s Tejaswi Surya Decodes Karnataka & Andhra Pradesh Exit Poll Results 2024 | Watch 1 day ago 00:57 Lok Sabha Election 2024 Verdict Sealed As 7-Phase Polling Season Closes | All Eyes On June 4 Results 1 day ago 00:57 “Results Will Be Different…” Congress Leader Predicts Victory In Gujarat | Exit Polls 2024 1 day ago 1 2 3 4 5 6 “Our Party will keep working with even greater vigour for the state’s growth,” he said. Modi also appreciated the hard work of the “exceptional” BJP workers in Arunachal Pradesh through the election campaign. “It is commendable how they went across the state and connected with the people,” he said. PM Modi on Sunday congratulated Sikkim Krantikari Morcha chief Prem Singh Tamang for his party’s victory in the assembly polls and said he looks forward to working with the state govt to further Sikkim’s progress. “Our Party will always be at the forefront of working towards Sikkim’s development and fulfilling people’s aspirations,” he said.",Times of India,India
"4 of 7 women candidates, all from BJP, win",https://timesofindia.indiatimes.com/elections/lok-sabha-elections/arunachal-pradesh/news/4-of-7-women-candidates-all-from-bjp-win/articleshow/110647747.cms,,"GUWAHATI: Four out of the seven women candidates emerged victorious in the Arunachal Pradesh assembly elections , marking a significant stride towards increased female representation in the 60-member legislative body . This development has elevated the number of women legislators from three in 2019 to four this time, accounting for 6.6% of the total seats. Videos 02:41 Key Exit Poll Takeaway: ‘Trust In Modi, Not BJP..’ Record Third Term For BJP-Led NDA | Watch 4 hours ago 03:43 Most Exit Polls Predict 350+ For BJP-Led NDA, Will Modi Achieve ‘400 Paar’? Exit Poll Results 2024 5 hours ago 04:13 Kejriwal Mashup From Bail To Jail: Delhi CM's Hard-Hitting Speeches In 21 Days | Watch 7 hours ago 01:50 'Wishful Thinking': Omar Abdullah's Dig At Modi Critics After Pollsters Predict NDA Landslide 10 hours ago 00:58 INDIA Bloc Senior Leaders Meet At Kharge’s Residence As Countdown To Lok Sabha Results Begins 1 day ago 00:53 Modi's Last Day Of Meditation In Kanyakumari As Exit Polls Near 1 day ago 00:58 'Modi's Army': Kangana Ranaut After Casting Vote In Mandi | LS Polls 1 day ago 00:58 BJP’s Tejaswi Surya Decodes Karnataka & Andhra Pradesh Exit Poll Results 2024 | Watch 1 day ago 00:57 Lok Sabha Election 2024 Verdict Sealed As 7-Phase Polling Season Closes | All Eyes On June 4 Results 1 day ago 00:57 “Results Will Be Different…” Congress Leader Predicts Victory In Gujarat | Exit Polls 2024 1 day ago 1 2 3 4 5 6 Among the triumphant women candidates, all four are from BJP. The Arunachal assembly has witnessed a total of 17 women representatives since the first assembly elections in 1978, with 59 women leaders contesting during this period. The increased representation of women in the current assembly marks a significant stride towards gender parity and inclusive governance in the state.",Times of India,India
